"X1","X2","X3"
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1,622,623
NA,NA,NA
NA,NA,NA
NA,NA,NA
1,622,623
1,622,623
5,626,627
NA,NA,NA
NA,NA,NA
9,630,631
15,636,637
15,636,637
23,643,644
25,645,646
27,647,648
31,651,652
32,652,653
33,653,654
36,656,657
37,657,658
37,657,658
37,657,658
39,659,660
54,673,674
69,688,689
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
110,728,729
110,728,729
110,728,729
110,728,729
110,728,729
110,728,729
124,741,742
125,742,743
127,744,745
130,747,748
113,731,732
91,709,710
91,709,710
91,709,710
94,712,713
94,712,713
90,708,709
104,722,723
114,732,733
80,699,700
81,700,701
81,700,701
81,700,701
100,718,719
100,718,719
101,719,720
101,719,720
101,719,720
90,708,709
92,710,711
93,711,712
91,709,710
90,708,709
83,702,703
83,702,703
80,699,700
81,700,701
81,700,701
90,708,709
90,708,709
92,710,711
94,712,713
83,702,703
92,710,711
96,714,715
100,718,719
100,718,719
102,720,721
104,722,723
95,713,714
101,719,720
113,731,732
110,728,729
119,737,NA
124,741,742
79,698,699
79,698,699
100,718,719
98,716,717
98,716,717
92,710,711
93,711,712
93,711,712
112,730,731
91,709,710
81,700,701
98,716,717
126,743,744
130,747,748
126,743,744
126,743,744
79,698,699
97,715,716
97,715,716
92,710,711
102,720,721
103,721,722
93,711,712
95,713,714
81,700,701
90,708,709
80,699,700
93,711,712
94,712,713
91,709,710
93,711,712
95,713,714
93,711,712
98,716,717
131,748,749
131,748,749
131,748,749
131,748,749
131,748,749
131,748,749
131,748,749
131,748,749
94,712,713
90,708,709
91,709,710
91,709,710
91,709,710
84,703,704
85,704,705
86,705,NA
89,707,708
89,707,708
90,708,709
90,708,709
91,709,710
91,709,710
94,712,713
94,712,713
94,712,713
95,713,714
95,713,714
95,713,714
95,713,714
95,713,714
95,713,714
96,714,715
97,715,716
97,715,716
86,705,NA
86,705,NA
86,705,NA
86,705,NA
86,705,NA
91,709,710
89,707,708
98,716,717
99,717,718
99,717,718
99,717,718
99,717,718
103,721,722
103,721,722
104,722,723
104,722,723
103,721,722
103,721,722
103,721,722
103,721,722
105,723,724
105,723,724
105,723,724
105,723,724
105,723,724
105,723,724
107,725,726
107,725,726
107,725,726
110,728,729
113,731,732
115,733,734
115,733,734
116,734,735
117,735,736
112,730,731
112,730,731
118,736,737
110,728,729
110,728,729
111,729,730
111,729,730
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
106,724,725
120,737,738
120,737,738
121,738,739
121,738,739
121,738,739
121,738,739
121,738,739
121,738,739
121,738,739
121,738,739
122,739,740
122,739,740
122,739,740
122,739,740
122,739,740
122,739,740
122,739,740
122,739,740
122,739,740
122,739,740
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
123,740,741
121,738,739
122,739,740
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
124,741,742
122,739,740
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
125,742,743
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
127,744,745
127,744,745
127,744,745
127,744,745
127,744,745
127,744,745
128,745,746
128,745,746
128,745,746
128,745,746
128,745,746
128,745,746
128,745,746
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
126,743,744
129,746,747
129,746,747
129,746,747
129,746,747
130,747,748
130,747,748
130,747,748
130,747,748
131,748,749
100,718,719
100,718,719
100,718,719
100,718,719
129,746,747
129,746,747
129,746,747
129,746,747
129,746,747
129,746,747
80,699,700
81,700,701
81,700,701
80,699,700
80,699,700
81,700,701
90,708,709
91,709,710
91,709,710
91,709,710
93,711,712
93,711,712
94,712,713
94,712,713
94,712,713
92,710,711
95,713,714
93,711,712
97,715,716
92,710,711
92,710,711
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
90,708,709
90,708,709
90,708,709
90,708,709
90,708,709
91,709,710
91,709,710
90,708,709
90,708,709
100,718,719
101,719,720
114,732,733
83,702,703
120,737,738
120,737,738
124,741,742
127,744,745
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
79,698,699
100,718,719
100,718,719
110,728,729
120,737,738
120,737,738
120,737,738
120,737,738
120,737,738
130,747,748
127,744,745
129,746,747
128,745,746
128,745,746
131,748,749
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
